hhid,sampletype,tacoma_addon,traveldate,dayofweek,hhnumtrips,vehicle_count,hhsize,numadults,numchildren,numworkers,lifecycle,hh_income_detailed,hh_income_followup,hh_income_broad,sample_segname,h_cnty,h_city,h_zip,address_use_flag,panel_moveinspect,h_segname,h_county_name,h_district_name,h_rgc_name,h_school_district_name,h_uv_name,h_uv_group,h_tract,h_bg,h_puma10,res_months,res_dur,rent_own,res_type,res_factors_hhchange,res_factors_afford,res_factors_school,res_factors_walk,res_factors_space,res_factors_closefam,res_factors_transit,res_factors_hwy,res_factors_30min,prev_rent_own,prev_res_type,prev_home_wa,prev_home_loc_cnty,prev_home_loc_city,prev_home_loc_zip,prev_home_loc_st,prev_home_loc_x,hh_info_dur,incentive_type,incentive_amt,user_ismobiledevice,foreign_language,expwt_h1415
14105493,2,0,5/6/2015,Wednesday,13,1,2,2,0,1,7,2,,1,REG_LI,1,SEATTLE,98118,2014final,,REG_LI,King,West-South Seattle, ,Seattle School District,Othello,18,53033011700,530330117001,11605,1,6,1,1,4,4,3,4,4,3,4,3,4,,,,,,,,,13,2,20,FALSE,0,115.8936249
14105494,2,0,5/13/2015,Wednesday,4,1,2,2,0,2,7,6,,4,REG_MI,1,SEATTLE,98117,2014final,,REG_MI,King,North Seattle-Shoreline, ,Seattle School District,,,53033001702,530330017022,11601,1,6,1,1,1,5,1,4,4,3,5,3,4,,,,,,,,,6703,1,10,FALSE,0,81.04416375
14105495,2,0,6/4/2015,Thursday,30,1,4,2,2,1,2,6,,4,REG_LI,4,LYNNWOOD,98036,2014final,,REG_LI,Snohomish,Everett-Lynwood-Edmonds, ,Edmonds School District,,,53061051500,530610515001,11701,1,4,1,1,4,5,5,5,4,4,4,3,5,2,2,1,4,EDMONDS,98026,WA,,10,1,10,FALSE,0,108.7070727
14105511,2,0,5/14/2015,Thursday,8,2,2,2,0,0,8,4,,2,REG_HI,3,SPANAWAY,98387,2014final,,REG_HI,Pierce,South Pierce, ,Bethel School District,,,53053073114,530530731142,11507,3,7,1,1,4,4,1,4,5,2,2,3,4,,,,,,,,,286,2,10,FALSE,0,716.7159116
14105518,2,0,6/4/2015,Thursday,34,3,5,3,2,1,2,6,,4,REG_HI,3,PUYALLUP,98375,2014final,1,REG_HI,Pierce,South Pierce, ,Puyallup School District,,,53053073122,530530731221,11506,1,6,1,1,3,5,3,4,4,4,4,4,5,,,,,,,,,10,2,20,FALSE,0,1070.744062
14105523,2,0,5/14/2015,Thursday,9,1,1,1,0,0,4,5,,3,REG_HI,3,LAKEWOOD,98498,2014final,,REG_HI,Pierce,South Pierce, ,Clover Park School District,,,53053072105,530530721052,11503,1,5,1,1,1,5,1,4,1,1,1,1,1,,,,,,,,,6,1,10,FALSE,0,135.7292698
14105524,2,0,5/12/2015,Tuesday,14,1,2,2,0,1,7,5,,3,REG_HI,3,TACOMA,98409,2014final,,REG_HI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053062900,530530629003,11501,1,5,1,1,4,4,1,4,4,1,4,4,3,,,,,,,,,9,2,10,FALSE,0,55.3364
14105526,2,0,5/5/2015,Tuesday,8,2,3,3,0,3,7,5,,3,REG_HI,2,PORT ORCHARD,98366,2014final,1,REG_MI,Kitsap,Kitsap, ,South Kitsap School District,,,53035092704,530350927042,11802,1,6,1,1,3,5,4,5,4,3,4,3,3,,,,,,,,,79,1,10,TRUE,0,1809.698485
14105533,2,0,5/5/2015,Tuesday,8,2,2,2,0,0,8,98,98,98,REG_HI,1,AUBURN,98092,2015reported,1,REG_HI,King,Renton-FedWay-Kent, ,Auburn School District,,,53033031204,530330312043,11615,1,7,1,1,3,5,5,3,5,4,1,1,4,,,,,,,,,13,2,10,FALSE,0,571.8944905
14105534,2,0,5/6/2015,Wednesday,2,1,1,1,0,0,4,5,,3,REG_HI,1,RENTON,98058,2014final,,REG_HI,King,Renton-FedWay-Kent, ,Kent School District,,,53033031907,530330319074,11610,1,7,1,1,3,4,5,4,5,3,2,3,4,,,,,,,,,12,2,10,FALSE,0,165.867051
14105549,2,0,4/29/2015,Wednesday,6,2,2,2,0,2,6,9,,5,REG_HI,1,BOTHELL,98011,2014final,,REG_HI,King,East Side, ,Northshore School District,,,53033022001,530330220013,11606,1,5,1,2,2,5,1,5,4,1,4,4,5,,,,,,,,,43,1,10,FALSE,0,168.2249873
14105552,2,0,4/29/2015,Wednesday,4,3,2,2,0,0,7,7,,5,REG_HI,1,KENMORE,98028,2015sampleprovider,1,REG_HI,King,East Side, ,Northshore School District,,,53033021700,530330217003,11606,1,7,1,1,5,5,4,2,1,4,4,4,4,,,,,,,,,10,1,10,FALSE,0,74.10796856
14105560,2,0,5/5/2015,Tuesday,4,2,2,2,0,1,8,6,,4,OS_MI,2,HANSVILLE,98340,2014final,,OS_MI,Kitsap,Kitsap, ,North Kitsap School District,,,53035090101,530350901011,11801,1,5,1,1,1,4,1,3,4,1,2,1,1,,,,,,,,,11,1,10,FALSE,0,61.89083772
14105561,2,0,4/28/2015,Tuesday,5,1,1,1,0,1,4,98,98,98,OS_MI,2,HANSVILLE,98340,2014final,,OS_MI,Kitsap,Kitsap, ,North Kitsap School District,,,53035090101,530350901011,11801,1,5,1,1,4,5,5,5,3,4,3,4,4,,,,,,,,,10,1,10,FALSE,0,157.4801531
14105572,2,0,5/7/2015,Thursday,13,2,2,2,0,0,7,5,,3,OS_HI,3,TACOMA,98406,2014final,,OS_HI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053061001,530530610013,11502,1,7,1,1,3,1,1,1,1,2,3,2,1,,,,,,,,,12,2,10,FALSE,0,23.14455065
14105580,2,0,5/5/2015,Tuesday,4,1,1,1,0,1,4,98,98,98,REG_HI,1,REDMOND,98052,2014final,,REG_HI,King,East Side,Redmond-Overlake,Lake Washington School District,,,53033022803,530330228032,11607,1,6,2,5,1,3,1,3,1,5,3,4,4,,,,,,,,,7,1,10,FALSE,0,84.83796403
14105583,2,0,6/2/2015,Tuesday,4,2,2,2,0,0,8,6,,4,OS_HI,1,BELLEVUE,98005,2014final,,OS_HI,King,East Side, ,Bellevue School District,,,53033023604,530330236043,11608,1,6,1,5,4,5,3,4,3,4,2,4,5,,,,,,,,,13,2,10,FALSE,0,65.60005217
14105586,2,0,4/23/2015,Thursday,9,2,2,2,0,0,8,6,,4,REG_MI,3,GIG HARBOR,98335,2014final,,REG_MI,Pierce,South Pierce, ,Peninsula School District,,,53053072407,530530724072,11502,1,3,1,1,1,2,4,5,1,4,1,4,3,1,2,1,3,GIG HARBOR,98335,WA,,12,1,10,FALSE,0,49.27493951
14105588,2,0,4/23/2015,Thursday,6,1,1,1,0,0,5,4,,2,REG_HI,3,GIG HARBOR,98335,2014final,,REG_HI,Pierce,South Pierce, ,Peninsula School District,,,53053072408,530530724083,11502,1,4,1,2,3,5,3,4,3,5,4,3,1,1,2,2,8,HARRISBURG,, PA,0,11,1,10,FALSE,0,80.21926731
14105590,2,0,6/4/2015,Thursday,7,4,2,2,0,2,7,6,,4,REG_HI,3,ROY,98580,2014final,,REG_HI,Pierce,South Pierce, ,Yelm Community Schools,,,53053073006,530530730061,11507,1,4,1,1,3,3,3,3,4,2,2,2,2,2,1,1,5,OLYMPIA,98506,WA,,12,2,10,FALSE,0,914.0339097
14105591,2,0,4/21/2015,Tuesday,0,1,1,1,0,1,5,4,,2,REG_MI,3,SUMNER,98390,2014final,,REG_MI,Pierce,South Pierce, ,Sumner School District,,,53053073302,530530733022,11505,3,6,1,1,3,4,2,4,4,4,3,4,4,,,,,,,,,9,2,10,FALSE,0,986.2999981
14105593,2,0,5/6/2015,Wednesday,18,2,5,3,2,2,2,6,,4,OS_LI,3,LAKEWOOD,98499,2014final,,OS_LI,Pierce,South Pierce, ,Clover Park School District,,,53053071901,530530719011,11503,1,4,2,1,3,2,1,1,1,3,3,1,1,2,5,1,3,LAKEWOOD,98439,WA,,12,2,10,FALSE,0,969.0681194
14105596,2,0,6/3/2015,Wednesday,3,3,1,1,0,1,4,5,,3,REG_MI,3,TACOMA,98404,2014final,,REG_MI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053940007,530539400072,11501,1,5,1,1,3,4,2,2,4,3,4,5,3,,,,,,,,,10,2,10,FALSE,0,55.1402
14105599,2,0,5/7/2015,Thursday,3,0,1,1,0,0,4,2,,1,OS_LI,3,TACOMA,98405,2014final,,OS_LI,Pierce,Tacoma,Tacoma Downtown,Tacoma Public Schools,,,53053061400,530530614001,11501,1,5,2,5,1,5,4,5,4,5,5,2,2,,,,,,,,,8,2,10,FALSE,0,43.694675
14105600,2,0,6/3/2015,Wednesday,12,2,2,2,0,2,7,5,,3,OS_LI,3,TACOMA,98405,2014final,,OS_LI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053061200,530530612004,11501,1,6,1,1,1,5,3,5,5,3,4,4,4,,,,,,,,,18,1,10,FALSE,0,20.357875
14105602,2,0,4/29/2015,Wednesday,4,1,1,1,0,1,4,6,,4,OS_LI,3,TACOMA,98407,2014final,,OS_LI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053060904,530530609044,11501,1,6,1,1,4,4,3,4,4,4,5,4,5,,,,,,,,,5,1,10,FALSE,0,15.1732
14105603,2,0,5/5/2015,Tuesday,0,1,2,2,0,0,8,2,,1,OS_LI,3,TACOMA,98407,2014final,,OS_LI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053060904,530530609044,11501,1,6,2,5,3,4,3,3,3,5,3,3,3,,,,,,,,,80,2,10,FALSE,0,17.151275
14105611,2,0,6/3/2015,Wednesday,8,5,2,2,0,2,7,6,,4,OS_LI,3,TACOMA,98499,2015reported,1,OS_LI,Pierce,South Pierce, ,Clover Park School District,,,53053071901,530530719013,11503,1,6,1,1,1,5,1,4,5,4,4,4,5,,,,,,,,,9,1,10,FALSE,0,209.2819117
14105616,2,0,4/30/2015,Thursday,2,2,2,2,0,1,7,3,,2,OS_LI,3,TACOMA,98408,2014final,,OS_LI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053063501,530530635014,11504,1,7,5,1,3,5,3,4,4,4,4,5,5,,,,,,,,,8,2,10,FALSE,0,67.88901305
14105617,2,0,5/6/2015,Wednesday,7,1,1,1,0,0,4,1,,1,OS_LI,4,MARYSVILLE,98270,2014final,,OS_LI,Snohomish,Suburban Snohomish, ,Marysville School District,,,53061052905,530610529052,11706,1,5,2,5,1,5,1,5,1,5,4,1,3,,,,,,,,,5,2,10,FALSE,0,1030.355406
14105619,2,0,5/12/2015,Tuesday,22,2,3,2,1,1,1,2,,1,OS_LI,3,PUYALLUP,98373,2014final,,OS_LI,Pierce,South Pierce, ,Puyallup School District,,,53053071207,530530712073,11506,2,1,2,5,4,5,3,4,4,4,1,2,2,2,1,1,5,ELLENSBURG,98926,WA,,17,2,10,FALSE,0,394.1724485
14105622,2,0,5/6/2015,Wednesday,5,1,1,1,0,1,4,2,,1,OS_LI,3,TACOMA,98409,2014final,,OS_LI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053062801,530530628013,11501,1,4,2,5,4,5,4,5,4,3,4,3,3,5,3,1,3,TACOMA,98499,WA,,10,1,20,TRUE,0,55.650025
14105627,2,0,5/13/2015,Wednesday,2,0,5,5,0,2,7,4,,2,OS_LI,4,EVERETT,98201,2014final,,OS_LI,Snohomish,Everett-Lynwood-Edmonds, ,Everett School District,,,53061040700,530610407002,11703,1,3,2,1,3,5,1,5,4,5,5,1,4,2,1,1,1,SEATTLE,98103,WA,,15,2,20,FALSE,0,633.5335695
14105628,2,0,4/21/2015,Tuesday,9,1,3,3,0,2,7,3,,2,OS_LI,4,LYNNWOOD,98036,2014final,,OS_LI,Snohomish,Everett-Lynwood-Edmonds,Lynnwood,Edmonds School District,,,53061051400,530610514001,11701,1,5,2,5,4,5,5,5,4,4,5,5,4,,,,,,,,,19,2,10,FALSE,0,124.296382
14105639,2,0,4/21/2015,Tuesday,9,3,2,2,0,2,7,7,,5,REG_HI,3,DUPONT,98327,2014final,,REG_HI,Pierce,South Pierce, ,Steilacoom Historical School District,,,53053072800,530530728001,11503,1,4,1,1,1,4,3,5,4,3,5,4,5,2,1,1,3,TACOMA,98407,WA,,11,1,10,FALSE,0,624.3424939
14105644,2,0,6/2/2015,Tuesday,2,1,1,1,0,1,4,2,,1,REG_MI,3,TACOMA,98407,2014final,,REG_MI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053060904,530530609043,11501,1,7,1,1,2,5,2,5,5,4,2,2,4,,,,,,,,,8,2,20,FALSE,0,67.267425
14105651,2,0,6/4/2015,Thursday,2,2,2,2,0,1,7,98,98,98,REG_HI,3,SPANAWAY,98387,2014final,,REG_HI,Pierce,South Pierce, ,Bethel School District,,,53053073005,530530730051,11507,1,6,1,1,3,5,3,3,5,4,4,4,4,,,,,,,,,9,2,10,FALSE,0,403.7331085
14105654,2,0,5/6/2015,Wednesday,6,2,2,2,0,0,8,7,,5,OS_HI,2,BAINBRIDGE ISLAND,98110,2014final,,OS_HI,Kitsap,Kitsap, ,Bainbridge Island School District,,,53035090900,530350909004,11801,2,6,1,1,3,5,4,4,4,4,5,4,3,,,,,,,,,15,2,10,FALSE,0,28.56842199
14105657,2,0,5/12/2015,Tuesday,7,0,1,1,0,1,3,4,,2,OS_MI,4,EVERETT,98201,2014final,,OS_MI,Snohomish,Everett-Lynwood-Edmonds,Everett,Everett School District,,,53061040700,530610407003,11703,1,2,2,5,1,5,1,5,2,1,5,4,5,2,5,2,8,BOSTON,, MA,0,8,1,10,FALSE,0,234.7239875
14105660,2,0,4/30/2015,Thursday,2,1,1,1,0,1,4,5,,3,OS_MI,4,MOUNTLAKE TERRACE,98043,2014final,,OS_MI,Snohomish,Everett-Lynwood-Edmonds, ,Edmonds School District,,,53061051300,530610513003,11701,1,2,1,5,2,5,1,4,5,2,5,2,5,2,5,1,1,SEATTLE,98103,WA,,7,1,10,FALSE,0,90.62180958
14105664,2,0,4/23/2015,Thursday,11,2,3,3,0,3,7,10,,5,OS_MI,2,BAINBRIDGE ISLAND,98110,2014final,,OS_MI,Kitsap,Kitsap, ,Bainbridge Island School District,,,53035090900,530350909003,11801,1,6,1,1,3,2,1,1,4,5,2,2,2,,,,,,,,,8,1,10,FALSE,0,1382.483674
14105669,2,0,5/12/2015,Tuesday,2,0,1,1,0,0,5,3,,2,REG_HI,1,SEATTLE,98125,2014final,,REG_HI,King,North Seattle-Shoreline, ,Seattle School District,,,53033000800,530330008002,11602,1,6,2,1,1,5,2,5,5,4,5,2,5,,,,,,,,,5,2,10,FALSE,0,79.55181557
14105672,2,0,4/23/2015,Thursday,0,2,2,2,0,1,7,4,,2,REG_HI,1,SEATTLE,98199,2014final,,REG_HI,King,Seattle CBD, ,Seattle School District,,,53033005600,530330056004,11603,1,7,1,1,5,3,1,5,5,4,5,4,5,,,,,,,,,11,1,10,FALSE,0,316.8796545
14105675,2,0,4/29/2015,Wednesday,18,2,4,2,2,2,2,7,,5,REG_HI,1,SEATTLE,98144,2014final,,REG_HI,King,West-South Seattle, ,Seattle School District,,,53033010002,530330100023,11605,1,6,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,10,2,20,FALSE,0,1615.279114
14105676,2,0,4/23/2015,Thursday,8,2,2,2,0,0,8,7,,5,REG_HI,1,SEATTLE,98116,2014final,,REG_HI,King,West-South Seattle, ,Seattle School District,,,53033009701,530330097014,11605,1,2,1,1,3,4,4,5,4,4,4,3,4,1,1,1,1,AUBURN,98092,WA,,13,2,10,FALSE,0,95.37682699
14105679,2,0,5/12/2015,Tuesday,15,2,4,2,2,2,2,8,,5,REG_HI,1,KIRKLAND,98034,2014final,,REG_HI,King,East Side, ,Northshore School District,,,53033021905,530330219052,11606,1,5,1,1,1,4,4,5,5,4,1,4,5,,,,,,,,,15,1,20,TRUE,0,517.758758
14105682,2,0,5/6/2015,Wednesday,4,3,3,3,0,3,7,7,,5,REG_HI,1,RENTON,98058,2014final,,REG_HI,King,Renton-FedWay-Kent, ,Renton School District,,,53033025702,530330257023,11610,1,7,1,1,3,4,4,5,4,3,2,4,5,,,,,,,,,9,2,10,FALSE,0,750.3769346
14105683,2,0,5/7/2015,Thursday,11,3,4,2,2,2,2,98,4,4,REG_HI,1,ISSAQUAH,98029,2014final,1,REG_HI,King,East Side, ,Issaquah School District,,,53033032210,530330322103,11609,1,2,1,1,3,4,5,4,4,1,3,5,5,1,1,1,1,ISSAQUAH,98029,WA,,9,1,20,FALSE,0,1169.219625
14105686,2,0,4/22/2015,Wednesday,5,1,2,2,0,1,7,98,98,98,REG_HI,1,RENTON,98058,2015reported,1,REG_HI,King,Renton-FedWay-Kent, ,Kent School District,,,53033031908,530330319082,11610,1,2,2,5,3,5,1,5,5,1,4,5,5,2,5,2,8,CLEARWATER,, FL,0,10,2,10,TRUE,0,456.4100893
14105695,2,0,5/13/2015,Wednesday,7,5,6,4,2,0,2,4,,2,REG_HI,2,SEABECK,98380,2014final,,REG_HI,Kitsap,Kitsap, ,Central Kitsap School District,,,53035092000,530350920003,11802,1,6,1,1,1,5,4,1,5,5,1,1,1,,,,,,,,,16,1,20,TRUE,0,1946.467265
14105698,2,0,4/29/2015,Wednesday,2,1,1,1,0,1,4,5,,3,REG_HI,3,TACOMA,98445,2014final,,REG_HI,Pierce,Tacoma, ,Bethel School District,,,53053071506,530530715062,11504,1,7,1,1,3,5,5,5,5,3,3,4,5,,,,,,,,,9,1,10,FALSE,0,236.7784097
14105700,2,0,4/23/2015,Thursday,2,1,1,1,0,1,3,4,,2,REG_HI,3,TACOMA,98445,2014final,,REG_HI,Pierce,South Pierce, ,Bethel School District,,,53053071408,530530714081,11504,1,5,1,1,4,5,3,4,5,5,3,3,3,,,,,,,,,9,1,10,TRUE,0,820.0758139
14105702,2,0,6/4/2015,Thursday,5,2,2,2,0,2,6,6,,4,REG_HI,3,PUYALLUP,98373,2014final,,REG_HI,Pierce,South Pierce, ,Puyallup School District,,,53053071307,530530713073,11506,1,3,1,1,5,5,5,3,5,4,3,5,5,2,5,1,1,FEDERAL WAY,98023,WA,,13,1,10,TRUE,0,162.2774928
14105706,2,0,5/13/2015,Wednesday,6,2,2,2,0,1,8,4,,2,REG_HI,3,GIG HARBOR,98335,2014final,,REG_HI,Pierce,South Pierce, ,Peninsula School District,,,53053072409,530530724091,11502,1,6,1,1,3,5,1,2,3,3,3,2,5,,,,,,,,,6,2,10,FALSE,0,219.6965535
14105714,2,0,4/29/2015,Wednesday,5,2,1,1,0,0,5,3,,2,REG_HI,4,LYNNWOOD,98037,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Edmonds School District,,,53061051927,530610519271,11702,1,6,1,1,1,3,5,4,5,3,1,3,4,,,,,,,,,15,1,10,FALSE,0,241.9868506
14105717,2,0,4/28/2015,Tuesday,19,2,4,2,2,2,2,7,,5,REG_HI,4,EVERETT,98208,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Everett School District,,,53061052115,530610521152,11704,1,6,1,1,4,4,5,5,3,4,4,4,5,,,,,,,,,7,1,20,FALSE,0,431.8934498
14105719,2,0,5/12/2015,Tuesday,10,2,2,2,0,0,8,5,,3,REG_HI,4,MARYSVILLE,98270,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Marysville School District,,,53061052705,530610527052,11706,1,5,1,1,3,3,3,3,3,3,3,3,3,,,,,,,,,8,2,10,FALSE,0,631.7630787
14105725,2,0,6/4/2015,Thursday,23,2,7,2,5,2,2,6,,4,REG_HI,4,MARYSVILLE,98270,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Marysville School District,,,53061052806,530610528061,11706,1,4,2,1,3,5,4,5,2,3,2,4,5,1,1,1,5,ANACORTES,98221,WA,,31,2,20,TRUE,0,4361.939837
14105727,2,0,6/2/2015,Tuesday,9,1,1,1,0,1,4,3,,2,REG_MI,1,SEATTLE,98117,2014final,,REG_MI,King,North Seattle-Shoreline, ,Seattle School District,,,53033001702,530330017022,11601,1,5,1,5,3,4,3,4,3,3,4,2,5,,,,,,,,,6,2,10,FALSE,0,19.38164072
14105728,2,0,4/21/2015,Tuesday,11,3,3,3,0,3,7,7,,5,REG_LI,1,SEATTLE,98118,2014final,,REG_LI,King,West-South Seattle, ,Seattle School District,Othello,18,53033011700,530330117001,11605,1,7,1,1,3,4,4,4,2,3,5,5,4,,,,,,,,,11,2,10,FALSE,0,748.4578838
14105732,2,0,4/23/2015,Thursday,3,1,2,2,0,0,7,2,,1,REG_LI,3,PUYALLUP,98375,2014final,,REG_LI,Pierce,South Pierce, ,Bethel School District,,,53053071309,530530713091,11506,1,7,1,1,1,5,1,1,5,1,1,2,4,,,,,,,,,9,2,20,FALSE,0,108.1290873
14105733,2,0,6/3/2015,Wednesday,2,1,1,1,0,1,4,5,,3,REG_MI,1,SEATTLE,98115,2014final,,REG_MI,King,North Seattle-Shoreline, ,Seattle School District,,,53033002000,530330020001,11602,1,7,1,1,1,5,1,5,5,4,5,4,5,,,,,,,,,12124,1,10,FALSE,0,60.52392245
14105738,2,0,6/2/2015,Tuesday,2,2,2,2,0,0,8,4,,2,REG_MI,1,FEDERAL WAY,98023,2014final,,REG_MI,King,Renton-FedWay-Kent, ,Federal Way School District,,,53033030310,530330303101,11612,1,6,1,1,1,4,1,5,4,4,4,5,1,,,,,,,,,10,1,10,FALSE,0,369.7072066
14105739,2,0,5/5/2015,Tuesday,6,2,2,2,0,2,8,6,,4,REG_MI,2,SUQUAMISH,98392,2014final,,REG_MI,Kitsap,Kitsap, ,North Kitsap School District,,,53035940100,530359401004,11801,1,5,1,1,4,4,3,4,3,4,4,4,5,,,,,,,,,13,2,10,FALSE,0,326.572049
14105742,2,0,5/7/2015,Thursday,30,2,4,2,2,2,1,5,,3,REG_MI,3,PUYALLUP,98372,2014final,,REG_MI,Pierce,South Pierce, ,Puyallup School District,,,53053073406,530530734062,11506,1,5,1,1,4,5,3,4,4,3,5,5,3,,,,,,,,,7,1,10,FALSE,0,746.0283542
14105744,2,0,4/30/2015,Thursday,23,3,4,2,2,1,1,7,,5,REG_MI,4,EVERETT,98208,2014final,,REG_MI,Snohomish,Suburban Snohomish, ,Everett School District,,,53061041701,530610417011,11703,1,3,1,1,2,4,3,3,4,1,2,4,5,2,2,1,4,MILL CREEK,98012,WA,,38938,1,10,FALSE,0,233.5157859
14105749,2,0,4/28/2015,Tuesday,4,2,2,2,0,2,6,8,,5,REG_MI,4,EDMONDS,98026,2014final,,REG_MI,Snohomish,Everett-Lynwood-Edmonds, ,Edmonds School District,,,53061050900,530610509002,11701,1,2,1,1,3,4,3,2,5,3,3,4,2,2,1,1,1,SHORELINE,98177,WA,,7,1,10,FALSE,0,213.5415548
14105752,2,0,6/4/2015,Thursday,5,1,1,1,0,0,5,1,,1,REG_MI,4,SNOHOMISH,98290,2014final,,REG_MI,Snohomish,Suburban Snohomish, ,Snohomish School District,,,53061052402,530610524023,11705,1,7,2,1,1,5,5,5,5,5,5,4,4,,,,,,,,,4,2,10,FALSE,0,547.6671596
14105754,2,0,4/30/2015,Thursday,9,3,3,3,0,2,7,7,,5,OS_MI,1,BELLEVUE,98004,2014final,,REG_MI,King,East Side, ,Bellevue School District,,,53033023900,530330239001,11608,1,5,1,5,4,4,3,5,4,4,3,5,5,,,,,,,,,12,2,10,FALSE,0,195.9173114
14105759,2,0,4/23/2015,Thursday,6,2,2,2,0,2,7,9,,5,OS_MI,1,BELLEVUE,98004,2014final,,OS_MI,King,East Side,Bellevue,Bellevue School District,,,53033023804,530330238042,11608,1,5,1,5,1,2,3,5,2,4,1,4,5,,,,,,,,,7,2,10,FALSE,0,25.38168495
14105764,2,0,4/29/2015,Wednesday,7,0,1,1,0,0,4,98,98,98,REG_MI,4,LYNNWOOD,98087,2014final,1,REG_MI,Snohomish,Everett-Lynwood-Edmonds, ,Edmonds School District,,,53061050102,530610501023,11702,1,3,5,7,3,1,3,1,1,1,1,1,1,5,7,1,4,EDMONDS,98026,WA,,11,2,10,TRUE,0,605.2189646
14105766,2,0,6/4/2015,Thursday,12,2,3,3,0,1,7,8,,5,REG_MI,3,GIG HARBOR,98335,2014final,,REG_MI,Pierce,South Pierce, ,Peninsula School District,,,53053072408,530530724082,11502,1,5,1,1,3,5,5,3,4,2,1,4,2,,,,,,,,,7,1,10,FALSE,0,71.42242651
14105768,2,0,6/4/2015,Thursday,10,4,2,2,0,1,7,7,,5,REG_MI,3,STEILACOOM,98388,2014final,,REG_MI,Pierce,South Pierce, ,Steilacoom Historical School District,,,53053072109,530530721092,11503,1,6,1,1,3,3,5,5,1,2,2,3,3,,,,,,,,,15,1,10,TRUE,0,295.1720918
14105769,2,0,5/13/2015,Wednesday,4,4,2,2,0,0,7,7,,5,REG_MI,3,GRAHAM,98338,2014final,,REG_MI,Pierce,South Pierce, ,Bethel School District,,,53053073116,530530731162,11507,1,4,1,1,3,5,3,3,5,3,3,3,4,4,8,1,3,MCCHORD AFB,98438,WA,,25,2,10,FALSE,0,195.5753822
14105770,2,0,4/30/2015,Thursday,9,3,2,2,0,2,7,8,,5,REG_MI,3,GIG HARBOR,98335,2014final,,REG_MI,Pierce,South Pierce, ,Peninsula School District,,,53053072408,530530724082,11502,1,3,1,1,3,3,1,5,5,3,1,4,5,1,1,2,8,TUCSON,85718,AZ,0,10,1,10,TRUE,0,133.1231914
14105777,2,0,4/28/2015,Tuesday,3,2,2,2,0,2,6,5,,3,REG_MI,3,ENUMCLAW,98022,2014final,,REG_MI,Pierce,South Pierce, ,White River School District,,,53053070100,530530701001,11507,1,2,2,5,3,4,3,2,3,4,2,5,5,2,1,1,1,TUKWILA,98168,WA,,10,1,10,TRUE,0,2491.4604
14105782,2,0,4/29/2015,Wednesday,2,3,1,1,0,0,5,2,,1,REG_MI,2,PORT ORCHARD,98367,2014final,,REG_MI,Kitsap,Kitsap, ,South Kitsap School District,,,53035092801,530350928011,11802,1,7,1,1,1,5,4,4,5,2,5,5,4,,,,,,,,,13,2,20,FALSE,0,604.9942752
14105789,2,0,4/23/2015,Thursday,14,1,4,3,1,2,1,10,,5,REG_MI,1,SEATTLE,98107,2014final,,REG_MI,King,North Seattle-Shoreline, ,Seattle School District,,,53033004800,530330048004,11601,1,5,1,1,4,4,3,5,5,3,5,4,5,,,,,,,,,17,1,20,FALSE,0,63.8797323
14105791,2,0,5/6/2015,Wednesday,3,0,2,2,0,0,7,2,,1,REG_LI,1,AUBURN,98002,2014final,,REG_MI,King,Renton-FedWay-Kent, ,Auburn School District,,,53033030802,530330308022,11614,1,5,2,5,3,5,3,4,2,4,5,4,1,,,,,,,,,11,2,10,TRUE,0,803.7008568
14105793,2,0,4/21/2015,Tuesday,17,1,3,3,0,3,7,7,,5,REG_MI,1,SEATTLE,98115,2014final,,REG_MI,King,North Seattle-Shoreline, ,Seattle School District,,,53033001900,530330019002,11602,1,5,1,1,3,5,5,5,4,4,5,4,5,,,,,,,,,10,2,10,FALSE,0,317.6185049
14105801,2,0,4/29/2015,Wednesday,5,2,2,2,0,2,7,7,,5,REG_HI,4,MARYSVILLE,98271,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Marysville School District,,,53061052803,530610528033,11706,1,6,1,1,3,5,1,4,5,2,2,4,5,,,,,,,,,13,1,10,FALSE,0,426.1852875
14105802,2,0,4/22/2015,Wednesday,10,2,2,2,0,2,7,7,,5,REG_HI,4,BOTHELL,98012,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Northshore School District,,,53061052107,530610521071,11704,1,4,1,1,2,5,4,5,4,4,2,5,5,1,2,1,4,LYNNWOOD,98037,WA,,11,1,10,FALSE,0,379.9284558
